Lat,Lng,Year,Month,Severity
6.06,100.04,2002,8,1
6.02,116.03,1998,5,1
6.05,100.04,2002,8,1
4.65,118.83,1998,,2
6.90,117.52,2009,7,0
6.90,117.52,2009,7,0
6.50,117.90,2010,7,0
6.50,117.90,2010,7,0
6.50,117.90,2010,8,0
6.61,117.87,2002,5,-1
6.50,117.90,2010,5,0
5.97,116.00,1998,,1
4.62,118.78,1998,,1
5.20,103.27,2010,9,0
5.23,103.26,2010,9,0
5.23,103.26,2010,9,0
5.23,103.27,2010,9,0
6.06,100.04,2002,8,1
4.34,113.90,2010,4,0
4.27,113.81,2010,4,0
4.29,113.83,2010,3,0
4.29,113.83,2010,5,0
4.27,114.81,2010,2,0
4.28,114.82,2010,2,0
4.27,113.81,2010,1,3
4.27,113.81,2010,7,-1
4.28,113.82,2010,6,-1
4.29,113.82,2010,7,-1
4.34,113.90,2010,5,-1
4.27,113.81,2010,6,-1
4.34,113.90,2010,4,-1
4.27,114.81,2010,1,-1
4.27,113.81,2010,6,-1
4.27,113.82,2009,8,3
4.34,113.89,2010,5,-1
4.27,113.81,2010,5,-1
4.34,113.90,2009,3,0
4.29,113.81,2010,3,-1
4.29,113.81,2010,7,-1
4.29,113.82,2010,7,-1
4.34,113.89,2010,7,-1
4.27,113.82,2008,8,-1
4.27,113.83,2009,3,0
4.27,114.81,2009,10,-1
4.27,113.82,2009,8,3
4.27,113.82,2009,8,3
4.29,113.83,2009,8,3
4.29,113.83,2009,8,-1
4.28,113.81,2010,5,-1
4.29,113.83,2010,6,-1
4.27,113.81,2010,7,3
4.27,113.81,2010,6,3
4.29,113.83,2010,4,-1
4.29,113.82,2010,5,-1
4.29,113.82,2010,4,0
4.34,113.90,2010,7,-1
5.92,102.75,2009,6,0
5.89,102.77,2009,6,0
5.92,102.75,2009,3,0
5.95,102.71,2009,5,0
5.76,103.04,2009,8,0
5.96,102.68,2009,6,0
5.95,102.71,2008,10,1
5.89,102.75,2008,6,0
5.88,102.74,2009,6,-1
5.91,102.75,2009,6,0
5.88,102.74,2009,6,0
5.95,102.71,2010,9,0
5.95,102.71,2010,9,0
5.92,102.76,2010,9,0
5.92,102.75,2010,9,0
5.88,102.74,2009,6,0
2.48,104.51,1998,6,0
4.94,118.25,1998,,1
6.04,116.03,1998,5,2
6.07,100.05,2002,8,1
6.07,100.06,2002,8,1
5.77,103.06,1998,,2
6.05,100.04,1998,6,3
6.05,100.04,1998,9,3
6.05,100.04,1998,12,3
6.05,100.04,1998,,3
6.05,100.04,2002,7,1
2.56,104.34,1998,6,1
5.96,102.76,2002,7,0
5.92,102.76,2002,7,1
5.91,102.72,2002,7,1
5.76,103.03,2002,7,0
5.76,103.03,2009,8,0
5.85,118.33,1998,,2
6.04,99.93,2002,8,1
2.28,104.11,1998,6,2
2.27,104.12,2012,6,-1
5.76,103.30,2009,5,0
5.76,103.30,2009,5,0
5.76,103.30,2009,8,0
5.75,103.30,2009,8,0
5.82,103.01,2009,5,0
5.77,103.06,2009,8,0
6.52,117.93,2010,7,0
6.51,117.91,2010,6,0
6.48,117.91,2010,9,0
6.50,117.92,2010,8,0
6.48,117.89,2010,6,0
6.55,117.92,2010,8,0
4.40,113.75,2009,9,3
4.58,118.95,2010,6,0
4.23,118.68,2010,6,0
4.23,118.69,2010,6,0
4.23,118.68,2010,6,0
4.31,118.88,2010,6,0
4.21,118.68,2010,6,0
4.48,118.95,2010,6,0
4.57,118.96,2010,6,0
4.58,118.91,2010,6,0
4.59,118.95,2010,6,0
4.56,118.92,2010,6,0
4.31,118.87,2010,6,0
4.49,118.61,1998,5,1
4.27,113.82,2009,8,2
4.28,113.82,2009,8,1
8.64,111.92,1998,7,3
4.29,113.82,2009,8,2
1.90,109.77,1998,,2
6.06,100.04,2002,8,1
6.44,99.69,2005,5,1
4.81,103.68,2009,8,0
4.82,103.68,2009,8,0
4.82,103.68,2009,8,0
4.82,103.69,2009,8,0
4.82,103.69,2009,8,0
4.82,103.68,2009,8,0
2.54,103.93,2009,8,0
5.73,103.00,1998,,3
2.82,104.15,2010,4,0
2.89,104.12,2010,9,0
2.90,104.11,2010,9,0
2.87,104.15,2009,7,0
2.93,104.10,2009,7,0
2.88,104.15,2009,7,0
2.79,104.12,2009,7,0
2.91,104.11,2009,7,0
2.82,104.16,2009,7,0
2.81,104.14,2009,7,0
2.82,104.15,2009,7,0
2.82,104.16,2008,3,0
2.80,104.14,2010,4,0
2.79,104.12,2010,4,0
2.88,104.15,2010,4,0
2.82,104.16,2010,7,0
4.40,113.74,2009,9,3
6.00,116.03,1998,,2
5.90,102.78,1998,,2
4.97,118.39,1998,5,1
6.06,100.04,2002,8,1
2.81,104.21,1998,5,1
2.89,104.07,1998,5,2
5.74,103.03,1998,5,1
2.92,104.11,1998,5,1
5.78,103.00,1998,5,1
10.07,125.13,2010,7,-1
10.06,125.13,2010,8,-1
10.06,125.14,2010,8,-1
13.30,121.53,1998,,3
12.31,122.20,1998,,3
12.15,122.21,1998,,3
12.37,122.20,1998,,3
9.76,123.74,1998,,3
14.82,121.89,1998,,2
14.45,122.03,1998,,2
13.79,120.68,1998,,2
10.58,119.82,1998,,2
9.80,119.39,1998,,2
5.58,124.87,1998,,2
6.63,122.47,1998,,2
9.56,123.66,1998,,2
12.35,122.77,1998,,2
5.24,120.15,1998,,2
11.84,121.90,1998,,2
10.57,124.04,1998,,2
10.31,125.38,1998,,2
6.27,124.13,1998,,2
9.56,122.59,1998,,3
9.67,123.55,1981,,1
14.85,120.82,1999,6,1
9.08,123.27,1999,,2
9.08,123.27,1998,10,2
9.08,123.27,1998,8,3
9.08,123.27,2000,7,-1
9.07,123.27,1998,,3
13.69,120.87,1997,,2
13.72,120.87,1997,,-1
9.52,123.68,1999,,2
13.72,120.85,1998,9,2
16.42,119.95,1998,,3
16.31,119.77,1998,8,3
16.37,119.87,1998,8,3
10.45,123.63,1998,11,2
10.21,123.98,2008,7,3
10.19,124.00,2008,7,2
10.19,124.00,2008,7,0
11.90,120.26,1998,8,3
10.49,124.67,2008,7,0
10.55,124.66,2008,7,1
11.18,123.17,1998,10,3
7.00,126.00,1998,,2
11.18,119.39,1998,8,3
9.87,122.37,1998,8,3
9.87,118.78,1998,12,3
11.00,114.00,1998,8,3
10.16,125.14,2010,8,0
10.16,125.14,2010,8,0
13.69,120.89,2010,2,0
13.73,120.88,2010,2,0
13.70,120.88,2010,4,0
13.72,120.88,2010,4,0
13.24,121.92,1998,9,3
9.33,122.75,1998,7,3
10.40,119.17,1998,8,3
9.00,124.00,1998,,2
10.02,125.01,2008,1,0
10.01,125.01,2008,1,2
9.88,118.78,1998,,3
9.09,118.23,1998,8,3
10.47,119.17,1998,,3
10.49,119.14,1998,,2
10.52,119.14,1998,,2
10.50,119.13,1998,,2
9.93,118.91,1998,,1
9.92,118.88,1998,,0
9.92,118.89,1998,,1
9.91,118.83,1998,,1
9.91,118.79,1998,,1
9.89,118.77,1998,,1
9.43,123.95,1999,,1
10.38,122.60,1995,,-1
12.05,122.90,1998,7,3
10.88,120.80,1998,8,2
14.86,122.22,2005,7,3
10.48,119.25,1998,12,3
13.53,120.93,1998,,3
13.54,120.76,1998,8,3
10.08,118.78,1998,,1
10.08,118.78,1998,,-1
10.06,125.13,2010,1,0
10.06,125.13,2010,5,0
10.06,125.13,2010,5,0
10.06,125.13,2010,9,0
10.06,125.13,2010,5,0
10.06,125.14,2010,7,0
10.06,125.14,2010,8,0
10.05,125.13,2010,9,0
10.06,125.14,2010,5,0
10.07,125.13,2010,9,0
10.06,125.01,2010,8,0
16.45,119.92,1994,10,2
9.20,123.34,1998,8,2
10.06,125.13,2010,1,-1
10.16,125.14,2010,8,-1
10.06,125.14,2010,1,-1
11.15,123.80,2008,7,3
9.40,123.37,1999,,2
8.72,119.80,1998,8,3
10.34,122.60,1995,,-1
1.28,103.87,1998,6,3
1.24,103.82,1998,6,3
1.74,125.44,2011,9,0
1.74,125.14,2011,9,0
1.77,125.04,2011,9,0
1.77,125.05,2011,9,0
1.77,125.05,2011,9,0
1.79,125.12,2011,9,0
1.74,125.15,2011,9,0
1.74,125.15,2011,9,0
6.53,99.28,1997,,1
6.53,99.28,1997,,-1
8.00,98.50,1991,7,3
7.99,98.27,1998,7,0
11.95,102.36,1998,4,2
13.36,100.98,1998,4,3
10.48,99.24,1998,4,2
7.73,98.74,2010,5,3
8.10,98.30,1991,5,3
11.83,99.82,1998,4,2
11.81,102.38,2008,1,3
7.87,98.44,1998,,2
7.60,98.38,1998,,3
12.55,101.43,1998,4,2
10.09,99.82,2010,5,-1
10.12,99.83,2010,5,-1
10.09,99.82,2010,6,-1
10.12,99.83,2008,2,-1
10.12,99.83,2008,4,-1
6.50,99.30,1997,,-1
6.50,99.30,1997,,1
12.64,100.85,1998,4,3
6.40,101.91,1998,4,2
12.95,100.82,1998,4,2
7.75,98.40,1991,,-1
9.68,100.03,1998,4,2
8.00,98.33,1998,5,1
8.00,98.33,1997,5,1
8.00,98.33,1997,2,3
8.00,98.33,1997,4,3
8.00,98.33,1995,5,3
8.10,98.30,1979,,-1
8.10,98.30,1990,3,3
8.10,98.30,1993,,3
8.10,98.30,1994,3,-1
8.10,98.30,2002,3,1
8.00,98.33,1979,,-1
8.00,98.33,1990,3,3
12.63,101.33,1998,4,2
12.65,100.90,1998,,3
13.15,100.80,2000,4,2
8.66,97.65,1995,5,3
8.66,97.65,2002,3,1
9.21,99.38,1998,4,2
9.39,97.89,2002,3,1
9.41,97.90,1995,5,3
10.05,99.84,1998,4,2
12.15,102.57,1998,4,2
7.83,98.77,1991,,-1
-8.14,125.64,2004,,-1
-8.14,125.64,2004,,-1
-8.17,125.64,2004,,-1
-8.17,125.64,2004,,-1
8.48,125.88,2008,,-1
8.48,125.88,2008,,-1
-8.19,125.64,2004,,-1
-8.19,125.64,2004,,-1
-8.20,125.63,2004,,-1
-8.20,125.63,2004,,-1
8.94,106.95,1998,,2
8.67,106.56,1998,,2
10.50,108.00,1998,,2
8.65,106.67,1998,,2
8.71,106.66,1998,,2
8.71,106.65,1998,10,3
10.53,108.95,1998,7,3
8.99,106.91,1998,,2
8.67,106.67,1998,,2
20.78,107.11,1998,7,0
20.94,107.09,1998,,2
12.16,109.31,1998,7,0
12.26,109.21,1998,7,3
13.50,109.33,1998,7,3
13.51,109.33,2002,8,0
14.00,109.50,1998,,3
-18.79,147.52,2007,12,-1
-19.77,149.38,2006,3,0
-19.77,149.38,2006,3,0
-19.81,149.43,2006,3,0
-20.03,149.69,2006,3,0
-20.03,149.69,2006,3,0
-21.87,152.19,2006,3,1
-21.87,152.19,2006,3,1
-28.68,113.83,1998,,0
-16.05,145.83,2007,12,1
-15.99,145.83,2007,12,-1
-15.99,145.83,2008,1,-1
-15.99,145.83,2007,12,-1
-15.99,145.82,2008,1,-1
-15.99,145.83,2008,1,-1
-16.04,145.87,2006,4,0
-12.27,123.00,1998,,1
-20.59,116.77,2005,5,1
-20.18,149.03,2006,3,0
-17.00,146.00,2007,12,-1
-24.84,152.48,1999,5,0
-24.84,152.48,1998,3,3
-24.93,152.50,1998,2,2
-28.70,153.62,1998,2,1
-28.66,153.63,1998,3,2
-12.32,136.93,2005,3,1
-14.53,145.59,2006,6,0
-12.53,123.54,1998,5,1
-22.00,152.67,2006,3,2
-22.00,152.67,2006,3,1
-11.22,132.25,2006,3,0
-12.21,96.86,1998,11,3
12.11,96.87,2007,12,-1
12.10,96.89,2007,12,0
-23.18,150.94,2008,1,0
-20.63,116.65,1998,,3
-14.85,145.27,2006,4,0
-19.00,148.00,2007,11,-1
-16.92,145.99,2006,3,0
-17.73,148.46,1998,3,0
-21.98,152.48,2006,3,1
-21.98,152.48,2006,3,1
-11.22,132.23,2002,11,3
-11.22,132.23,2003,1,3
-26.65,153.33,1998,3,2
-26.65,153.18,1998,3,2
-12.32,136.93,2006,3,0
-16.77,145.98,2006,3,0
-23.22,150.96,2006,3,3
-23.22,150.96,2006,3,3
-19.74,149.00,2007,12,-1
-19.74,149.20,2007,12,-1
-19.74,149.20,2007,8,-1
-19.74,149.20,2007,12,1
-19.74,149.20,2007,11,-1
-19.74,149.20,2007,10,1
-19.74,149.20,2007,11,-1
-19.74,149.20,2007,9,-1
-19.70,149.20,2007,12,-1
-16.50,146.03,2006,3,0
-20.06,148.90,2006,3,0
-20.06,148.90,2006,3,0
-23.45,151.91,2006,1,1
-11.99,123.41,1998,5,1
-20.60,116.76,2005,5,1
-20.60,116.76,2005,5,1
-18.62,147.08,2006,3,0
-23.19,150.91,2006,3,3
-19.52,149.27,2007,12,-1
-19.47,149.22,2008,1,-1
-19.52,149.27,2007,12,-1
-20.08,148.88,2006,3,0
-14.79,145.35,2006,4,1
-14.79,145.35,2006,4,0
-14.69,145.47,2006,4,0
-14.69,145.47,2006,4,1
-16.39,145.57,2006,4,1
-16.39,145.57,2006,4,0
-14.65,145.49,2006,5,1
-14.65,145.49,2006,5,1
-16.04,145.65,2006,4,0
-19.15,146.85,1999,2,0
-21.45,115.37,1998,,3
-14.76,145.38,2006,4,1
-14.76,145.38,2006,4,0
-17.00,146.00,2008,1,0
-16.55,146.05,2006,3,0
-17.00,146.00,1999,2,0
-23.16,150.92,2006,3,3
-23.16,150.92,2006,3,3
-20.57,116.78,2005,5,2
-16.77,146.26,2010,12,-1
-26.17,154.88,2002,3,2
-18.27,147.37,1999,3,0
-28.46,153.58,1998,3,2
-22.22,113.82,1998,,0
-14.63,145.65,2006,6,0
-14.75,145.52,2006,4,1
-14.75,145.52,2006,4,0
-23.00,151.00,2007,12,-1
-23.00,151.00,2007,12,-1
-23.16,150.92,2006,3,3
-23.16,150.92,2006,3,3
-20.61,116.76,2005,5,2
-20.57,116.78,2005,5,2
-23.49,152.09,2006,3,1
-23.49,152.09,2006,3,1
-21.68,114.93,1998,11,1
-16.21,145.91,2006,3,0
-14.00,146.00,2007,10,-1
-14.00,146.00,2007,10,1
11.82,96.82,2007,12,0
-18.47,146.88,2006,3,1
-18.47,146.88,2006,3,0
-17.25,119.33,1998,11,1
-14.08,121.85,1998,5,3
-14.06,121.96,1998,5,3
-13.67,122.00,1998,5,2
-13.65,122.03,1998,,3
-13.69,122.08,1998,5,1
-20.56,116.79,2005,5,2
-20.60,116.76,2005,5,1
-20.59,116.77,2005,5,1
-20.57,116.78,2005,5,1
-23.00,150.00,2008,1,0
-23.00,150.00,2008,1,0
-16.07,145.85,2006,3,0
-23.00,150.00,2008,1,0
-23.00,150.00,2008,1,0
-23.00,151.00,2008,1,0
-21.85,113.96,1998,,1
-19.00,148.00,2007,11,-1
-23.32,151.98,2006,3,1
-23.32,151.98,2006,3,1
-14.57,145.62,2006,6,0
-12.17,122.83,2003,1,1
10.43,105.67,2007,9,0
10.42,105.69,2007,9,0
10.43,105.67,2007,9,0
-9.75,150.01,1998,2,1
-9.51,147.18,2009,1,3
-5.15,150.57,1998,8,1
-1.53,149.58,2009,9,0
-1.53,149.58,2009,9,0
-1.53,149.58,2009,,0
-1.52,149.58,2009,,-1
-1.53,149.58,2009,,0
-2.63,150.69,2004,,-1
-2.63,150.69,2004,,-1
-2.65,150.69,2004,,-1
-2.65,150.69,2004,,-1
-2.64,150.76,2004,,-1
-2.64,150.76,2004,,-1
-4.58,145.91,2009,,-1
-4.58,145.91,2009,,-1
-5.20,150.52,1998,8,2
-5.24,151.02,1999,5,2
-5.24,151.02,1999,9,1
-5.26,151.02,1998,8,2
-3.17,152.58,2006,2,1
-4.59,145.89,2008,,-1
-4.59,145.90,2009,,-1
-4.59,145.90,2008,,-1
-4.59,145.90,2009,,-1
-4.59,145.90,2009,,-1
-4.59,145.90,2009,,-1
-4.59,145.90,2009,,0
-4.59,145.90,2009,8,0
-4.61,145.89,2009,,-1
-4.61,145.89,2009,,-1
-9.60,147.22,1996,,1
-2.60,150.77,2009,,-1
-2.60,150.77,2009,,-1
-2.60,150.77,2008,,-1
-2.61,150.76,2008,,-1
-2.61,150.77,2008,,-1
-2.60,150.77,2009,,-1
-2.60,150.77,2009,,-1
-4.90,151.06,1998,8,2
-2.68,150.57,1996,3,3
-2.67,150.63,2008,,-1
-2.67,150.63,2009,,-1
-2.68,150.64,2009,,-1
-2.68,150.64,2008,,-1
-10.12,151.13,1998,3,3
-10.18,151.19,1998,2,1
-2.57,150.78,2008,,-1
-2.57,150.78,2009,,-1
-2.58,150.77,2008,,-1
-2.58,150.77,2009,,-1
-9.74,147.40,1998,5,1
-9.48,147.18,1999,4,3
-9.21,150.59,1998,3,0
-9.92,151.06,1998,3,0
-5.24,151.02,1999,4,1
-9.14,149.34,1998,2,1
-2.67,150.25,2004,,-1
-2.67,150.25,2004,,-1
-2.67,150.25,2004,,-1
-2.67,150.25,2004,,-1
-2.67,150.30,2004,,-1
-2.67,150.30,2004,,-1
-2.68,150.31,2004,,-1
-2.68,150.31,2004,,-1
-2.68,150.31,2004,,-1
-2.68,150.31,2004,,-1
-10.30,150.42,2000,1,2
-19.71,147.75,2002,3,3
-18.91,147.75,2002,3,2
-18.97,146.63,1998,4,3
-18.97,146.63,1998,4,3
-18.97,146.63,1998,4,3
-18.97,146.63,1998,4,3
-18.96,146.63,2002,3,1
-17.66,146.47,2002,3,2
-17.66,146.47,1998,4,2
-17.66,146.47,1998,4,2
-16.05,145.86,1994,,0
-16.02,145.85,1987,,-1
-15.95,145.82,1992,,-1
-15.99,145.83,1994,,0
-16.55,145.50,1998,4,3
-16.55,145.50,1998,4,3
-20.75,149.16,2002,3,3
-20.62,149.07,1998,4,3
-15.79,145.80,1994,,0
-15.79,145.80,2002,3,1
-20.42,149.02,2002,3,3
-12.71,143.61,2002,3,0
-12.71,143.61,1998,4,2
-11.18,143.03,1998,4,2
-18.50,147.44,2002,3,1
-16.70,146.05,1994,,0
-16.70,146.05,1998,4,2
-16.70,146.05,1998,4,2
-16.70,146.05,1998,4,1
-16.70,146.05,1998,4,1
-20.11,148.65,1998,4,3
-20.11,148.65,1998,4,3
-20.11,148.65,1998,4,3
-20.11,148.65,1998,4,3
-20.11,148.65,2002,3,3
-11.01,142.99,1998,4,1
-11.01,142.99,2002,3,1
-20.93,149.47,2002,3,3
-21.63,152.40,2002,3,0
-18.52,147.14,2002,3,1
-21.03,149.55,1998,4,1
-21.03,149.55,1998,4,1
-19.81,149.07,1994,,0
-19.81,149.08,2002,3,2
-19.81,149.07,1998,4,1
-19.81,149.07,1998,4,1
-23.17,150.99,1998,4,3
-21.93,150.10,1998,4,3
-21.93,150.10,1998,4,3
-18.78,146.67,1998,4,3
-18.78,146.67,1998,4,3
-19.26,147.07,1998,4,3
-19.26,147.07,1998,4,3
-18.06,146.86,2002,3,0
-23.16,151.07,2002,3,3
-23.16,151.08,2002,3,3
-23.16,151.07,1998,4,3
-23.16,151.08,1987,,-1
-23.16,151.07,1987,,-1
-23.16,151.08,1992,,-1
-23.16,151.07,1992,,-1
-16.41,145.77,2002,3,1
-16.42,145.77,1998,4,2
-16.42,145.77,1998,4,2
-16.40,145.70,1998,4,2
-16.40,145.70,1998,4,2
-16.47,145.80,1998,4,0
-20.34,150.20,2002,3,2
-20.35,150.20,1998,4,0
-20.35,150.20,1998,4,0
-19.12,146.76,1998,4,3
-19.12,146.76,1998,4,3
-21.94,152.69,2002,3,0
-21.94,152.68,1998,4,0
-21.94,152.68,1998,4,0
-17.85,146.49,1994,,0
-17.85,146.49,2002,3,2
-17.85,146.49,1998,4,2
-17.85,146.49,1998,4,2
-12.24,143.21,2002,3,0
-20.01,150.32,1994,,0
-15.16,145.27,1998,4,3
-15.16,145.27,1998,4,3
-21.46,149.87,1998,4,3
-21.46,149.87,1998,4,3
-14.43,144.81,2002,3,1
-18.91,147.74,1982,,-1
-18.87,147.70,1982,,-1
-18.92,147.74,1998,4,0
-18.92,147.74,1998,4,0
-18.87,147.72,1998,4,1
-18.87,147.72,1998,4,1
-20.57,150.13,1998,4,0
-20.57,150.13,1998,4,0
-21.79,152.59,2002,3,0
-21.79,152.59,1998,4,0
-21.79,152.59,1998,4,0
-13.21,143.57,2002,3,0
-11.77,143.08,1998,4,1
-11.77,143.10,1998,4,2
-11.77,143.09,2002,3,0
-11.79,143.08,2002,3,0
-20.08,148.49,2002,3,3
-20.07,148.47,1992,,-1
-20.08,148.89,2002,3,2
-19.76,149.40,1998,4,0
-19.76,149.40,1998,4,0
-19.75,149.49,1998,4,0
-19.75,149.49,1998,4,0
-16.25,145.49,1998,4,3
-16.25,145.49,1998,4,3
-12.83,143.84,1998,4,0
-21.83,152.63,1998,4,0
-21.83,152.63,1998,4,0
-21.82,152.63,2002,3,0
-20.16,149.03,1998,4,2
-20.16,149.03,1998,4,2
-20.17,149.03,1998,4,1
-20.17,149.03,1998,4,1
-20.17,149.02,1998,4,1
-20.17,149.03,2002,3,1
-20.17,149.03,1994,,0
-20.17,149.04,1994,,0
-20.16,149.03,1994,,0
-15.41,145.43,2002,3,1
-15.41,145.43,1998,4,1
-15.41,145.43,1998,4,1
-14.15,144.49,2002,3,3
-23.76,152.27,2002,3,0
-23.76,152.27,1998,4,0
-23.76,152.27,1998,4,0
-20.47,150.29,2002,3,1
-20.47,150.29,1998,4,0
-20.47,150.29,1998,4,0
-13.30,143.68,2002,3,0
-18.05,146.21,1998,4,3
-18.05,146.21,1998,4,3
-19.04,147.93,1998,4,0
-19.04,147.93,1998,4,0
-18.51,147.54,2002,3,1
-18.51,147.54,1998,4,0
-18.51,147.54,1998,4,0
-11.50,143.03,2002,3,0
-18.41,146.71,1998,4,2
-18.41,146.71,1998,4,2
-18.41,146.71,1998,4,1
-18.41,146.71,1998,4,1
-20.82,149.27,1998,4,2
-20.82,149.27,1987,,-1
-20.81,149.27,2002,3,3
-19.61,149.73,2002,3,1
-16.94,146.21,1994,,0
-20.68,150.45,2002,3,2
-16.94,146.21,1998,4,1
-16.94,146.21,1998,4,1
-16.94,146.21,1998,4,2
-16.94,146.21,1998,4,2
-18.78,146.54,2002,3,0
-18.23,146.73,2002,3,1
-18.23,146.73,1980,,-1
-18.23,146.73,1982,,-1
-18.23,146.77,1998,4,2
-18.23,146.73,1998,4,0
-18.23,146.73,1998,4,0
-18.15,146.29,1998,4,3
-18.15,146.29,1998,4,3
-18.15,146.29,1998,4,3
-18.15,146.29,1998,4,3
-18.15,146.29,1998,4,2
-18.15,146.29,1998,4,2
-18.15,146.29,1998,4,3
-18.15,146.29,1998,4,3
-18.15,146.29,1998,4,3
-18.15,146.29,1998,4,3
-18.15,146.29,1994,,-1
-18.15,146.29,2002,3,3
-23.27,151.93,2002,3,0
-14.22,144.67,2002,3,0
-20.49,149.06,2002,3,1
-20.11,150.32,2002,3,0
-20.74,149.15,2002,3,3
-12.64,143.56,1998,4,2
-13.94,143.75,2002,3,3
-11.26,142.87,1998,4,1
-20.96,150.08,1998,4,0
-11.26,142.87,2002,3,0
-20.96,150.08,2002,3,2
-23.98,151.66,1998,4,3
-11.25,142.93,1998,4,1
-11.25,142.93,2002,3,0
-16.94,145.76,1999,3,2
-15.69,145.50,1998,4,2
-15.69,145.50,1998,4,2
-15.69,145.50,1998,4,3
-15.69,145.50,1998,4,3
-20.77,149.61,1998,4,1
-15.24,145.72,2002,3,0
-19.86,147.89,1998,4,3
-19.86,147.89,1998,4,3
-19.85,147.90,2002,3,3
-23.49,151.23,1998,4,3
-19.18,147.02,1998,4,3
-19.18,147.02,1998,4,3
-19.98,148.27,2002,3,3
-19.70,147.82,2002,3,3
-19.73,147.76,1998,4,3
-19.73,147.76,1998,4,3
-19.73,147.83,1998,4,3
-19.73,147.83,1998,4,3
-19.73,147.76,1998,4,3
-19.73,147.76,1998,4,3
-20.80,149.28,1998,4,2
-20.80,149.28,1987,,-1
-14.55,145.59,2002,3,0
-14.55,145.58,1998,5,2
-14.55,145.59,1998,4,0
-19.02,148.32,1998,4,0
-19.02,148.32,1998,4,0
-19.02,148.33,2002,3,3
-13.00,143.85,2002,3,0
-18.66,146.49,1998,5,3
-17.48,146.46,2002,3,2
-18.72,147.54,2002,3,1
-18.73,147.54,1998,4,1
-18.73,147.54,1998,4,1
-19.71,149.37,1998,4,3
-12.89,143.60,2002,3,0
-19.37,148.34,1998,4,1
-19.37,148.34,1998,4,1
-20.82,150.38,2002,3,2
-20.86,150.38,2002,3,3
-22.08,150.67,1998,4,3
-18.66,147.71,1998,4,1
-18.66,147.71,1998,4,1
-16.21,145.79,2002,3,1
-11.39,143.07,1998,4,1
-11.39,143.07,2002,3,0
-10.50,105.51,1997,12,2
-14.07,144.24,1998,4,0
-11.97,143.28,2002,3,0
-24.01,151.73,1998,4,3
-17.20,146.37,2002,3,3
-17.20,146.37,1998,4,3
-17.20,146.37,1998,4,3
-19.44,148.85,2002,3,1
-19.40,148.87,1998,4,0
-19.40,148.87,1998,4,0
-20.72,151.05,2002,3,0
-20.72,151.05,2002,3,0
-20.75,151.02,1998,4,0
-20.75,151.02,1998,4,0
-11.82,143.36,1998,4,0
-20.78,149.39,1998,4,1
-20.78,149.39,1998,4,1
-19.18,146.81,1980,,-1
-19.18,146.81,1982,,-1
-19.18,146.81,1992,,-1
-19.18,146.81,1994,,-1
-19.17,146.81,2002,3,3
-18.44,147.52,1998,4,0
-18.44,147.52,1998,4,0
-20.42,149.01,2002,3,3
-20.68,150.23,2002,3,1
-20.66,150.29,2002,3,1
-20.68,150.23,1998,4,0
-20.66,150.29,1998,4,0
-20.68,150.23,1998,4,0
-20.66,150.29,1998,4,0
-22.23,150.31,1998,4,3
-14.41,144.95,2002,3,3
-14.42,144.95,1998,4,0
-20.46,149.10,1998,4,0
-20.46,149.10,1998,4,0
-15.14,145.32,1998,4,3
-15.14,145.32,1998,4,3
-15.14,145.32,1998,4,3
-15.14,145.32,1998,4,3
-23.04,150.88,1998,4,3
-23.04,150.88,2002,3,3
-18.00,146.18,1998,4,3
-18.00,146.18,1998,4,3
-14.54,144.99,2002,3,1
-13.98,144.11,1998,4,0
-23.05,150.88,1998,4,3
-23.05,150.88,2002,3,3
-15.53,145.35,2002,3,1
-20.37,148.95,1998,4,1
-20.54,150.38,1994,,0
-20.54,150.38,1998,4,0
-20.54,150.38,1998,4,0
-20.54,149.95,1994,,0
-20.54,149.95,1998,4,0
-20.54,149.95,1998,4,0
-14.42,145.10,1998,4,0
-18.62,147.61,1998,4,0
-18.64,147.59,1998,4,0
-18.66,147.60,1998,4,0
-18.62,147.61,1998,4,0
-18.64,147.59,1998,4,0
-18.66,147.60,1998,4,0
-18.67,146.56,1998,4,3
-18.67,146.56,1998,4,3
-18.68,146.55,1998,4,2
-18.68,146.55,1998,4,2
-18.65,146.55,1998,4,2
-18.67,146.56,2002,3,0
-12.58,143.55,2002,3,0
-21.61,149.78,1998,4,2
-21.61,149.78,1998,4,2
-23.75,151.31,1998,4,3
-19.21,148.17,1998,4,2
-19.21,148.17,1998,4,2
-18.82,147.65,1982,,-1
-18.82,147.65,1987,,0
-18.82,147.65,1994,,0
-18.82,147.65,2002,3,2
-19.47,149.17,1998,4,1
-19.47,149.17,1998,4,1
-15.50,145.33,2002,3,3
-14.50,145.54,2002,3,1
-14.50,145.54,1998,4,0
-20.25,148.82,1998,4,1
-20.26,148.81,2002,3,3
-14.85,145.27,2002,3,3
-14.85,145.27,1980,,-1
-14.85,145.27,1982,,-1
-14.85,145.27,1998,4,1
-14.85,145.27,1998,4,1
-20.16,149.07,1998,4,1
-20.16,149.07,1998,4,1
-20.15,149.07,1998,4,2
-20.16,149.07,2002,3,3
-20.34,148.93,1998,4,0
-20.34,148.93,1998,4,0
-20.33,148.93,1998,4,1
-20.34,148.93,2002,3,3
-13.02,143.85,2002,3,0
-20.99,149.78,1998,4,0
-20.98,149.78,2002,3,2
-21.76,152.42,2002,3,0
-21.50,149.91,1998,4,3
